"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.40","43.67","TORONTO","6158350","1949-01-01","1949","01","01","","-2.8","","-5.0","","-3.9","","21.9","","0.0","","0.0","","1.8","","1.8","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-01-02","1949","01","02","","-1.7","","-3.9","","-2.8","","20.8","","0.0","","0.0","","0.3","","0.3","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-01-03","1949","01","03","","-1.7","","-4.4","","-3.1","","21.1","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-01-04","1949","01","04","","3.3","","-6.7","","-1.7","","19.7","","0.0","","2.3","","0.0","T","2.3","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-01-05","1949","01","05","","6.1","","0.0","","3.1","","14.9","","0.0","","8.4","","0.0","","8.4","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-01-06","1949","01","06","","3.9","","-1.7","","1.1","","16.9","","0.0","","0.0","T","0.0","T","0.0","T","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-01-07","1949","01","07","","5.6","","-1.7","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-01-08","1949","01","08","","5.6","","1.7","","3.7","","14.3","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-01-09","1949","01","09","","10.0","","2.2","","6.1","","11.9","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-01-10","1949","01","10","","3.3","","-1.1","","1.1","","16.9","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-01-11","1949","01","11","","-6.1","","-8.3","","-7.2","","25.2","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-01-12","1949","01","12","","0.6","","-9.4","","-4.4","","22.4","","0.0","","0.0","","0.0","T","0.0","T","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-01-13","1949","01","13","","2.2","","-1.7","","0.3","","17.7","","0.0","","0.0","","0.3","","0.3","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-01-14","1949","01","14","","-2.2","","-5.0","","-3.6","","21.6","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-01-15","1949","01","15","","6.7","","-8.3","","-0.8","","18.8","","0.0","","7.6","","0.0","T","7.6","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-01-16","1949","01","16","","11.1","","2.8","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-01-17","1949","01","17","","2.8","","-1.1","","0.9","","17.1","","0.0","","0.0","","0.0","T","0.0","T","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-01-18","1949","01","18","","10.6","","-2.8","","3.9","","14.1","","0.0","","22.9","","0.0","","22.9","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-01-19","1949","01","19","","5.0","","0.0","","2.5","","15.5","","0.0","","0.0","","0.0","T","0.0","T","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-01-20","1949","01","20","","-2.8","","-7.8","","-5.3","","23.3","","0.0","","0.0","","0.0","T","0.0","T","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-01-21","1949","01","21","","3.9","","-5.6","","-0.9","","18.9","","0.0","","1.5","","2.5","","4.1","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-01-22","1949","01","22","","2.2","","-1.7","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-01-23","1949","01","23","","-1.1","","-3.3","","-2.2","","20.2","","0.0","","1.5","","0.0","T","1.5","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-01-24","1949","01","24","","1.7","","-2.2","","-0.3","","18.3","","0.0","","0.0","T","0.0","","0.0","T","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-01-25","1949","01","25","","-5.0","","-7.2","","-6.1","","24.1","","0.0","","0.0","","3.8","","3.8","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-01-26","1949","01","26","","-7.2","","-11.1","","-9.2","","27.2","","0.0","","0.0","","5.6","","5.6","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-01-27","1949","01","27","","2.8","","-8.9","","-3.1","","21.1","","0.0","","8.4","","0.8","","9.1","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-01-28","1949","01","28","","3.9","","-6.1","","-1.1","","19.1","","0.0","","0.0","T","0.5","","0.5","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-01-29","1949","01","29","","-6.1","","-11.7","","-8.9","","26.9","","0.0","","0.0","","0.0","T","0.0","T","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-01-30","1949","01","30","","-6.1","","-12.8","","-9.5","","27.5","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-01-31","1949","01","31","","-5.0","","-10.0","","-7.5","","25.5","","0.0","","0.0","","6.4","","6.4","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-02-01","1949","02","01","","-1.7","","-9.4","","-5.6","","23.6","","0.0","","0.0","","1.0","","1.0","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-02-02","1949","02","02","","-3.3","","-10.0","","-6.7","","24.7","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-02-03","1949","02","03","","0.0","","-10.0","","-5.0","","23.0","","0.0","","0.0","","14.0","","14.0","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-02-04","1949","02","04","","-1.7","","-5.0","","-3.4","","21.4","","0.0","","0.0","","1.5","","1.5","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-02-05","1949","02","05","","-3.3","","-7.2","","-5.3","","23.3","","0.0","","0.0","","0.0","T","0.0","T","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-02-06","1949","02","06","","3.3","","-8.9","","-2.8","","20.8","","0.0","","0.8","","0.0","","0.8","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-02-07","1949","02","07","","-1.1","","-4.4","","-2.8","","20.8","","0.0","","0.0","","0.0","T","0.0","T","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-02-08","1949","02","08","","7.2","","-6.7","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-02-09","1949","02","09","","2.2","","-1.1","","0.6","","17.4","","0.0","","0.0","","0.0","T","0.0","T","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-02-10","1949","02","10","","0.6","","-5.6","","-2.5","","20.5","","0.0","","0.0","","1.3","","1.3","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-02-11","1949","02","11","","-1.7","","-15.6","","-8.7","","26.7","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-02-12","1949","02","12","","6.7","","-10.0","","-1.7","","19.7","","0.0","","5.6","","0.0","","5.6","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-02-13","1949","02","13","","5.6","","1.1","","3.4","","14.6","","0.0","","6.6","","0.0","","6.6","","","","","","",""
"-79.40","43.67","TORONTO","6158350","1949-02-14","1949","02","14","","3.9","","0.0","","2.0","","16.0","","0.0","","20.3","","0.0","T","20.3","","","","","","",""
